E18	Hos 5	Amphibious Siege	May 1750	Sep 1754	Sp	 	"Yucatan lays siege to our Settlement. Yucatan, Cuba and Guatemala launch at least 6 military campaigns against Baymen.  Baymen and Mosquito allies raid Bacalar."		2			"£ 138.36
1,845 Log
J£ 100
46,500 Log
£ 303,000 t 306,000
J£ 2,970 t 4,050
1,890 Log
1,035 Log"	"£ 303,138.36 t 306,138.36
J£ 259,420 t 260,500"	"only 1 crew held
3 month detention
all = 50 Neg
sev = 15 men
inc Sat labour for Neg
31 m expulsion
500 pop
sev = 7 craft
all = 15 flats
house = 6 m Log earnings
work = 1 m Log earning
sev = 7
all = 15 works
gang of 15 for earnings"	140 + sev + 1 crew + all Neg for ? m	15.373 p per day	BOE	Hon for < 15 m / Hon for < 11 m / Hon for 10 m	94 t 95 + sev / 18 t 30 + all flats in New			sev Log works + all Log works in New + sev houses sacked					
E20	Hos 6	Seven Years’ Offensives	May 1756	Apr 1761	Sp	Fr	"Yucatan lays siege to our Settlement, and launches at least 2 military campaigns against Baymen."					"810 Log
12,000 Log
£ 750
J£ 1,500 t 3,000
450 t 900 Log
2,700 t 5,400 Log
1,500 Log"	"£ 750
J£ 88,800 + 106,050"	"3 m detention
sev = 10 men
some = 5 men
pop 500
sev = 10 works / houses / flats
>> sev = 20 flats / works / houses"	60 + sev fm New + sev once + some twice for ? m	15.639 p per day	BOE	Hon for c 8 m	2.5 / sev t >> sev flats			sev t >> sev Log works / houses / Log	panic for min 1 m [halt logging likely]				
E28	Hos 8		Mar 1767	Apr 1767	Sp	 	Yucatan launches at least 1 military campaign against Baymen. /6	Yucatan is assumed.	some	3 t 5	some = 3 t 5	"270 Log
J£ 60
315 Log
7.5 Log"	"J£ 3,022.50"	"3 m detention
some = 10 Neg
sev = 20 Neg
? = 7 works
? = 15 cattle
0.5 Log per cattle"	some Neg fm Hondo + sev Neg for ? m							? Log works at Hondo / ? cattle at Hondo / ? property					
E30	Hos 9		Jul 1770	Mar 1772	Sp	 	Yucatan lays siege to our Settlement. /6	Yucatan is assumed.	sev			"£ 165.88
9,000 Log
1.2 million Mah
£ 300
60,000 Mah
225 Log"	"£ 465.88
J£ 235,125"	"2/3 Log / 1/3 Mah
900 pop
only crew impressed
sev = 5 gangs of 15
all = 1 m Mah
1,000 ft Mah per man per m"	1 + 1 crew for ? m	17.279 p per day	BOE	mainland for min 5 m	1			sev houses in Ambergris burnt / all Mah burnt	halt logging for min 5 m				
E15	Ill 1	Diphtheria	Jun 1737		 	 	Epidemic among Baymen and sailors.		sev t >> sev	5 t 15	"sev = .01 t .03 of population
500 population"																
E17	Ill 2	Malaria	Mar 1750		 	 	Epidemic among Baymen.					"1,350 Log"	"J£ 6,750"	"? = 3 m Log of 0.7 Hon
pop 500"									halt logging for ? m				
E19	Ill 3	Measles	Nov 1751		 	 	Epidemic among Baymen and sailors.		sev t >> sev	5 t 15	"sev = .01 t .03 of population
500 population"																
E39	Ill 4	Measles	Feb 1788		 	 	Epidemic among Baymen.		50 + >> 50																		
E43	Ill 5	Yellow fever	Sep 1797		 	 	Epidemic among Irish Brigade.		23																		
E23	Nat 1	Great Famine	Jan 1765	Nov 1773	 	 	Famine in Yucatan. Maya refugees enter Settlement.		"c 40,000 Ma fm Yuc"	"8,000 in Hon"	2/10 deaths in Hon	"25 Log
187.5 Log"	"J£ 1,062.5"	"15 percent inflation
3 m rise
.5 Log on Prov per m normally
.25 ton Log per refugee
100 refugees
500 pop"				? Ma refugees enter						Prov v scarce for ? m			
E34	Nat 2		Dec 1784	Nov 1785	 	 	Severe wet season and epidemic of distemper among Baymen.		sev at New					"2/3 Log / 1/3 Mah
900 pop"								? houses / works flooded esp in New	halt logging for min 11 m		 		
E40	Nat 3		Nov 1792	Oct 1792	 	 	Severe wet season.		sev									Old for c 0.25 m				"c 2,000,000 ft Mah loss / ? tons Log loss / all houses at Old flooded"					
E2	Nat 4	Famine	Jan 1647	Dec 1653	 	 	Famine in Yucatan.		?																		
E11	Nat 5	Famine	Jan 1725	Dec 1727	 	 	Famine in Yucatan.																				
E25	Rev 1	Cook’s	Aug 1765	Sep 1765	 	 	"Mr. Cook’s slaves lead a revolt, and lay siege to New River.  British Army and Baymen engage."		5 + sev twice	6 t 10	sev = 3 t 5 persons	"1,350 Log
270 Log"	"J£ 8,100"	"2 m expulsion
15 gangs of 15 moved
2 m siege"				New for ? m				min 1 house robbed	New sieged for ? m				
E32	Rev 2	Davidson’s	May 1773	Aug 1773	 	 	Mr. Davidson’s slaves lead a revolt. Baymen engage.		13 t 14 + 1 family + ? of 40			"42 Log
J£ 2.15
£ 300
1,215 Log
5,400 Log
720,000 ft Mah"	"£ 300
J£ 44,087.15"	"only Neg impressed
3 m logging halt
900 pop"	min 14 impressed for 0.25 m / ? of 40 taken	17.146 p per day	BOE	c 70 Neg refugees exit	min 1			min 9 houses robbed	halt logging for ? m				
E36	Rev 3	Old River	Jun 1786	Jun 1786	 	 	Slaves near Belize River lead revolt.		sev																		
E47	Rev 4	New River	Jan 1813		 	 	Slaves near New River lead revolt.																				
E48	Rev 5	Will & Sharper’s	Apr 1820		 	 	Messrs. Will and Shaper lead revolt.															sev houses robbed					
E6	War 1	Spanish Succession	Jul 1701	Sep 1714	Sp	Fr	England declares war on Spain.																				
E3	War 10	Cromwell’s	Jan 1654	Dec 1660	Sp	Bu Fr	England declares war on Spain.		?																		
E45	War 11	Spanish-American Revolution	Sep 1808	Sep 1833	Sp	 	Civil unrest around Settlement.																silver scarcity for ? m				
E8	War 2	Quadruple Alliance	Aug 1718	Feb 1720	Sp	 	Great Britain declares war on Spain.																				
E12	War 3		Mar 1726	Feb 1728	Sp	 	Great Britain declares war on Spain.  Yucatan launches 1 military campaign against Baymen. Baymen raid Spanish-held hamlets in northeastern Yucatan.					"£ 300
693.33 reales"	"£ 300
Sp $ 86.67"						1			? fm 2 Ma hamlets					
E16	War 4	Jenkins' Ear	Oct 1739	Oct 1748	Sp	 	Great Britain declares war on Spain.  Yucatan lays siege to our Settlement.  Royal Navy patrols our waters.  Mosquito allies sack Spanish-held hamlets near Bacalar.  Spanish Honduras launches 2 military campaigns against Baymen.  Baymen partake in Charge of Panama.		9 t 10 + sev + 1 crew	20 t 30	"sev = .01 t .03 of population
500 population
crew = 15 men"	"£ 365.59
£ 69,000
J£ 750"	"£ 69,365.59
J£ 750"	"only crews held
some = 5 men
some = 3 craft
sev = 5 craft or flats"	2 crews + some men twice for ? m	15.233 p per day	BOE		15 + some + sev / sev flats								
E21	War 5	Seven Years’	Jan 1762	Feb 1763	Sp	Fr	Great Britain declares war on Spain.																				
E33	War 6	American Revolution	Apr 1775	Sep 1783	Sp	Am Fr	Americans declare war on Great Britain.  Spain declares war on Great Britain. Americans sack St. George’s Caye. Royal Navy patrols our waters.  Yucatan captures St. George’s Caye.  Baymen partake of sieges on Omoa and San Pedro Sula in Spanish Honduras.		11 + sev					lost earnings not inc by Baymen	1 for 0.25 m / ? fm St. George’s for 35 m	c 175 ft Mah per man per m ? / 3.75 t Log per man per m	"Sev 1944
CO 5/119 I"	Hon for ? m / sev families Am refugees enter thrice or 4 times	"3 / ? flats = part of £ 78,457.20"			"Prov demanded / ? houses St. George’s + ? wood destroyed = part of £ 78,457.20"		Prov v scarce for ? m	£ 300 for 9.5 years for Agent / ? for London printing thrice		
E42	War 7	French Revolution	Aug 1796	Mar 1802	Sp	Fr	Great Britain declares war on Spain. Battle of St. George’s Caye. /7	Great Britain = UK on 1801.	?									mainland for 12 m				?	halt logging for 8 m		HMS Merlin for c 8 m / redoubts or barriers raised at Old / 300 troops fm Jam for c 8 m / 2 defence craft for c 8 m / 900 civilian men for min 1.5 m		
E44	War 8	Napoleonic	May 1804	Jul 1808	Sp	Fr	UK declares war on France.																	Prov v scarce for ? m			
E46	War 9		Jun 1812	Feb 1815	 	Am	UK declares war on US.																				
E49																											
E50																											
E51																											
E52																											
E53																											
E54																											
E55																											

Events: F1—170 / Events.
ID	PART OF	DATE	NAME	NEAR	SP	ALLY	ALLY	LIVES	HELD	MOVED	CRAFT	PROPERTY	OTHER	CF			
F1	Hos 13	1 Jan 1639	Capture of Zacatan	Zacatan													
F2	Hos 13	1 Jul 1641		"Old, Sittee"					2 Sp held for some time			"Soite, Cehake towns [hamlets?] raided"					
F3	Hos 13	1 Nov 1642	Diego Raids	Sittee		Diego Lucifer de los Reyes el Mulato 70 Pir			kidnapped numb of [Maya] women / impressed men								
F4	Hos 13	1 Nov 1642	Diego Raids	Old		Diego Lucifer de los Reyes el Mulato 70 Pir					Pir took 3 or 4 Sp boats						
F5	Hos 13	22 Nov 1642	Sacking of Bacalar	Bacalar		Diego Lucifer de los Reyes el Mulato 70 Pir			kidnapped 3 Sp 2 Maya / Maya later released / Sp possibly died	Sp Maya residents forced into hiding by Lake Bacalar min. to early 1643		"stole all gold and silver fm Sp church = sum 12,000 to 16,000 pesos"					
F6	Hos 13	1 Jun 1648	Sacking of Bacalar	Bacalar	Capt. Bartolomé Palomino 27 men	Eng Pir or Bucc Abraham and co.		1 Sp killed	women carried off to Islote de los Cayos / liberated after 2 months	Bacalar residents move further inland to Pacha near Villadolid							
F7	Hos 13	1 Nov 1652		New					some Maya fm Uatibal and Chanlacan kidnapped [likely sold as slaves]	Ma moved inland w Sp help		"Uatibal, Chanlacan sacked [likely, esp food]"					
F8	Hos 13	23 Oct 1654	Pirates Cruising	Old	Capt. Francisco Perez of Bacalar-Pacha 6 Sp 15 Ma												
F9	Hos 1	1 Jan 1696		St. George’s	men fm Milicias Provinciales de Yucatan					Eng loggers completely dislodged							
F10	Hos 1	1 Oct 1699			Gov. Don Martín de Ursúa y Arizmendi			bloody battle		dislodged Eng fm Zacatan							
F11	Hos 1	1 Mar 1701			"Gov. Don Martín de Ursúa y Arizmendi, Capt. Joseph de Aguilar w men fm Tipu"			bloody battle [likely]		drove away the People		houses or huts burnt					
F12	War 1																
F13	Hos 2	10 Jan 1718				Lowther			Greyhound men barbarously used / 5 mates tradesmen impressed		"burnt 8 w cargo in Greyhound, 1 sloop burnt, 1 taken, 1 plundered, 1 of 80 to 100 t taken, 2 brigs taken"						
F14	Hos 2	2 Apr 1718				Blackbeard			impressed Harriot and his men		took sloop Adventure						
F15	Hos 2	9 Apr 1718				Blackbeard					"took Caesar 400 t ship, 4 sloops, plundered all, returned 2 sloops"						
F16	Hos 2	1 Aug 1722				Anstis			1 sloop co of Dursey / Dursey and 5 or 6 escaped		1 sloop taken / 2 or 3 other vessel destroyed						
F17	Hos 2	15 Mar 1723	Low’s Massacre			Low Lowther		"45 to 53 or 58 Sp, 1 mate killed / 1 Sp killed later"	6 sailors imprisoned / released later by Pir		"3 to 5 sloops w cargo taken [1 pink too, possibly] / retaken by Lowe Lowther"						
F18	Hos 2	1 May 1724									7 or 8 sloops seized						
F19	Hos 2	1 Sep 1724				Spriggs					14 ships seized						
F20	Hos 2	1 Sep 1724				Shipton Spriggs	HMS Diamond	"6 Pir killed, 5 or 6 more mortally wounded"	min 1 sloop co impressed		10 or 12 vessels taken / then liberated by Eng						
F21	Hos 2	23 Dec 1724				Shipton Spriggs		"1 Pir killed, 1 [likely] mortally wounded"	some Bay prisoners at Carthagena < 3 Jun 20		1 ship John and Mary taken / retaken by impressed mates / 5 had been prev taken						
F22	Hos 2	1 Feb 1725				Spriggs			1 captain impressed		"taken 16 sail, burnt 1 [rest returned?]"						
F23	War 2																
F24	Hos 14	1 Sep 1722	Barca Expedition	Old	Capt. Esteban de la Barca 2 PA				co of frigate imprisoned = 36 Eng 8 Neg		1 frigate of 24 cannons w Log cargo seized						
F25	Hos 14	1 Feb 1724	Barca Expedition	Old	Capt. Esteban de la Barca 1 Gal 1 PA 40 Sp soldiers sum 300 men 2 Paquebotes 1 Sloop						2 brig 1 sloop ea w wood taken	"all Log works or huts burnt, esp in El Carnero [Barcaderos?]"					
F26	Hos 14	11 Apr 1724	Rodriguez Expedition	"Cayo de Cocos, Old"	Commander Nicolás Rodriguez Capt. José Marqués w > 40 men [Guardacostas likely] inc. impressed Pir	Capt. Peyton or Payton			6 imprisoned at Old	Baymen and Neg fled to woods	some avg sized crafts / 1 brig w Prov	all Log works or huts burnt for 14 [Sp] leguas					
F27	Hos 14	5 Apr 1725	Diamond Affair	Old	Sp Priv Frig under Juan Antonio Díaz de la Rabia	HMS Diamond					Sp privateering frigate seized						
F28	War 3	22 Mar 1726	Failed Torres Expedition	Cozumel	"Don Rogrigo de Torres 300 men fm Campeche, Armada de Barlovento [fm Veracruz?]"	Capt. George Randel Boston					1 schooner w Prov seized						
F29	War 3	1 Jan 1727	Raid of Ascensión	"Chunhuhub, Telá"	Don Antonio de Figueroa y Silva	"many sm craft fm Old R, Mos allies"						"Baymen Ma sacked towns or villages Chunhuhu, Tela fm coast up to Tihosuco"					
F30	Hos 3	1 Nov 1728			[possibly] Capt. Don Alonso de Figueroa y Silva						"taken 6 ships, sloops"						
F31	Hos 3	1 Feb 1729			[possibly] Capt. Don Alonso de Figueroa y Silva						"6 ships taken inc William and Elizabeth, Kidder"						
F32	Hos 3	10 Apr 1729	Figueroa y Silva Expedition	"Hondo, New, Old"	Capt. Don Alonso de Figueroa y Silva						45 Craft burnt / 17 seized for Bacalar	"32 Ranchos burnt, 171 Pilas Log burnt, 74 Pilas thrown to sea "					
F33	Hos 3	1 Jun 1729			2 Sloops Havannah 2 Sloops Campeachy 16 PA					by 31 Jan 31 / evac fm < Jun 29 to 20 Oct 35							
F34	Hos 3	1 Jul 1729	Summer Routing						c 30 white = great many whites and Neg		taken all flats New Hondo Old = c 140 / taken all vessels too	"burnt 12 to 16,000 t at New, Hondo = c 300,000 quintals at New Hondo Old / seized all tools / burnt all houses"					
F35	Hos 3	1 Feb 1730				Capt. Burrows					taken sev vessels / 1 brig afterwards taken						
F36	Hos 3	1 Jan 1731			GC 80 men	Capt. John Young NY					"Frances, and sev other ships and sloops taken = min 5"						
F37	Hos 3	24 Mar 1731			GC Pedro Polis 60 men	Capt. Ed. Burt 30 men		2 killed	9 men imprisoned		John and Jane taken						
F38	Hos 3	28 Jun 1731			Sloop 25 men	Roger Groves NY 30 to 40 men					1 fine ship taken / great many vessels taken since Jan 31 … but two ships of force have escaped						
F39	Hos 3	1 Aug 1731			PA [Petty Augers]						4 vessels taken						
F40	Hos 3	1 May 1732				Capt. Wickham etc.					8 taken						
F41	Hos 3	1 Aug 1732				Capt. Knox					min 1 brig David taken						
F42	Hos 3	21 Feb 1733	Figueroa y Silva Campaign	Old	Capt. Don Alonso de Figueroa y Silva	Baymen Neg Mos allies		many Baymen [piratas] died	others sent prisoners to San Juan de Ulúa and Havannah		all remaining craft burnt	numerosas Ranchos burnt					
F43	Hos 4	1 Sep 1734									1 sloop taken min						
F44	Hos 4	28 Sep 1734			3 PA / Priv 120 men 2 PA 2 Sloops	Capt. Dursey RI					"1 taken, then liberated / 1 prev taken, then liberated / 1 Flat prey taken, then liberated"						
F45	Hos 4	1 Nov 1734									1 lg loaded fly boat burnt						
F46	Hos 4	1 Oct 1735			2 PA	Col. Cranston RI					4 taken / 3 then liberated						
F47	Hos 4	1 Mar 1736						1 pilot beheaded	all crew imprisoned		1 sm sloop of Jam taken						
F48	Hos 4	26 Apr 1737			[possibly] Gov. Don Manuel Salcedo						"taken a sloop or two [min] = 6 or 7 smaller vessels taken / 1 sloop deserted in fight, taken"	burnt abundance of wood landed at cayes					
F49	Hos 4	18 Jan 1738			2 or 3 PA	Capt. Watlins					1 sloop taken / then released						
F50	Hos 4	1 Apr 1738			3 lg PA	1 Sloop											
F51	Hos 4	1 Jul 1738		bw New & Old		Capt. Ed. Buckley Boston			25 imprisoned / later liberated		"all flats, 2 sloops loading a ship taken / later liberated"						
F52	Hos 4	12 Aug 1738			Sloop 18 men	Capt. Stephen Bastwick etc.		3 killed [source?]	Reeves and two of his Neg imprisoned		"2 sloops, 2 craft w 26 wood [ea or together?] taken"						
F53	Hos 4	1 Feb 1739				Capt. Gwynn Boston					1 vessel taken						
F54	Hos 4	1 Mar 1739		Turneffe		Capt. Collis RI etc.		"Captain Collis, 2 mates killed"	companies of 2 sloops carried away / captain used in barbarous manner		"1 vessel, 2 sloop taken [min]"						
F55	Hos 4	1 Apr 1739			Sloop 10 guns	Capt. Mark Anderson											
F56	Hos 4	1 Sep 1739				Mr. White etc.			1 owner used barbarously [so taken?]		3 vessels taken						
F57	Hos 4	1 Oct 1739			2 Priv / Vessel 20 men	Capt. Pustle Capt. Gowan											
F58	Ill 1	15 Jun 1737						"abundance of Baymen have died, as well as those of Fleet"									
F59	War 4	1 Feb 1740	Holiday Cruising Hon for Sp since Oct 39			Capt. Holiday Jamaica 75 men	Capt. Woodbury Boston										
F60	War 4	1 Apr 1740			2 Craft	Capt. Vincent Boston & Capt. Thatcher / sm Sloop of Baymen					2 sloops taken / later liberated						
F61	War 4	24 Aug 1740	Mos Sack Shasoon (near Bacalar)			100 Mos											
F62	War 4	1 Feb 1741			2 PA 110 men	Capt. Burchell											
F63	War 4	1 Jun 1741				Capt. Wise		2 Sp killed [mistakenly or not in defence]			1 vessel taken / later liberated						
F64	War 4	1 Mar 1744			Priv	Capt. Fiske		"1 captain killed, 1 pass dangerously wounded"	some of Captain Fiske co.		Fiske’s craft taken						
F65	War 4	1 Jan 1746		Turneffe				"captain, owners of sloop killed"			1 sloop Kouli Can taken						
F66	War 4	1 Jan 1748	Complete Routing	Old	"Don Alonso Fernández de Heredia [Gov. Sp Honduras], Capt. Don Felipe López de la Flor"				prisoners taken / punishments were very severe								
F67	War 4	1 Jul 1748		Old	Capt. Don Felipe López de la Flor	Baymen					"some craft taken, some destroyed"						
F68	War 4					Capt. Collis		"Captain Collis, 2 mates killed"	companies of 2 sloops carried away / captain used in barbarous manner		"1 vessel, 2 sloop taken [min]"						
F69	War 4							loss of sev men in ship after chase									
F70	War 4										5 vessels taken						
F71	War 4										1 vessel taken						
F72	War 4							"1 vessel crew drowned [accidental, on being taken by Sp]"			3 vessels taken						
F73	War 4										taken sev ships / taken sev sm trading vessels [Flats]						
F74	War 4										1 brig taken						
F75	War 4		Charge of Panama			Gov. Hudson											
F76	Ill 2	7 Mar 1750											makes it impossible to cut Logwood / 30 to 40 vessels waiting				
F77	Hos 5	6 May 1750		New	Galley 123 men Havannah	Capt. Heysham / Capt. Kattur / Priv of Baymen		1 killed	"1 captain, 8 men, 3 women passenger / lib later"		"1 tender taken / 1 ship taken later, then lib"						
F78	Hos 5	17 Sep 1750			2 Half Gallies	Capt. Riven											
F79	Hos 5	1 Jan 1751	Palma Expedition	"Hondo, Old"	Don José Antonio de Palma				"numerous Eng men seized, inc. Comandante de Valis [Chief Magistrate?] / later liberated"		43 Craft seized / 57 vessels [not Bay Flats] seized [possibly ?]						
F80	Hos 5	30 Jun 1751	Palma Expedition [?]	New	15 Craft 180 to 200 men Campeachy Guatemala				129 Eng [Bay inc?] imprisoned / min 19 released later / release or ransom of all previously agreed to		7 sloops taken / 18 to near 30 flats taken						
F81	Hos 5	1 Nov 1751	Bacalar Assault	Bacalar		Baymen Mos Shoremen?											
F82	Hos 5	25 Dec 1751	Christmas Routing	Old / Water Caye	2 Gallies 1 Brig	Henry Stevenson / Capt. Troup etc.			1 brig co imprisoned / later released	evac on 9 Jan 52	1 brig taken						
F83	Hos 5	1 May 1752							19 Neg carried off								
F84	Hos 5	1 Jun 1752							carried off all Neg								
F85	Hos 5	1 Jun 1752			1 MW 1 Chebeque 1 Sloop 2 PA	Capt. Mosely etc.					6 or 7 vessels taken [previously]						
F86	Hos 5	1 Jun 1752		Rat / Bay	Galley or 2 GC	Capt. McNamara 50 Baymen 70 Shoremen / Capt. Mosely Gov. Pitt					2 craft taken w sum 230 t wood taken	forced to have boat manned and continually under arms = great expense					
F87	Hos 5	1 Aug 1752			sev Craft	Capt. Man			1 vessel co imprisoned / later escaped except McDonald		1 vessel taken						
F88	Hos 5	1 Aug 1752		Haulover / New	5 sm Barks 70 men / 10 PA 170 men	John Lance etc.					"1 snow w Prov taken / 1 vessel taken, then lib"						
F89	Hos 5	2 Aug 1752						1 mate killed	"2 captains, 1 mate imprisoned"		1 sloop plundered / 5 craft w wood taken						
F90	Hos 5	2 Aug 1752			6 PA 1 Flat of 14 swivel guns	Capt. Crowel Capt. Hall			min 1 impressed for 6 months		"3 vessels taken, then liberated"						
F91	Hos 5	4 Dec 1752									2 craft taken / 1 plundered of Prov						
F92	Hos 5	24 Feb 1753			GC	Capt. Clark											
F93	Hos 5	28 Feb 1753		Caye Bokell	Brig of 30 swivel guns	Capt. Ed. Menzies			many Eng imprisoned for 6 months at Mahoo [previously taken] / Capt. imprisoned for 		1 brig taken						
F94	Hos 5	1 May 1753		New						evac on 9 Jun 53 fm New	not one craft [flat] escaped destruction in New	entirely routed fm New [so houses burnt?]					
F95	Hos 5	1 Jun 1753	Capture of Sp Brig	Old		Capt. Sergeant RI / Baymen											
