Introduction: Table 1
												
												
												
	0	Collection of collection sources										
		Import from collection sources in manuscript projects by Navidad	finished 4 Aug 2022	139 new unique records								
		Query in TNA Discovery for honduras or hondur* to 1799	finished 4 Aug 2022	no new records								
		Query in TNA Discovery for honduras or hondur* to 1899	finished 4 Aug 2022	vars new unique records								
		Query in FranceArchives for honduras or campeche to 1849	finished 4 Aug 2022	vars new unique records								
		Query in Archieven.nl for hondur* or campec* or campel* or campes* to 1799	finished 5 Aug 2022	no new records								
		Query in Openarch.nl - Transcriptions for hondur* or campec* or campel* or campes* to 1799	finished 5 Aug 2022	no new records								
		Query in Doorzoek koloniale archieven dekok.xyz for hondur* or campec* etc to 1799	finished 5 Aug 2022	no new records								
		Query in ProQuest Archive Finder for logwood etc to 1799	finished 5 Aug 2022	vars new unique records								
		Query in OAIster for logwood etc to 1799	could not query due to technical malfunctions on 5 Aug 2022									
		Query in ArchiveGrid for logwood etc to 1799										
												
		Note - could not categorise S 153 [Harv Digital Collection] as being compilation of pamphlets from vars Harvard repositories on 6 AUG 2022										
		Note - could not categorise S 407 [Metzgen personal property] as being private on 6 AUG 2022										


Collections: Table 1
	ver_1.4_ids_	collections_	country_	district_	url_	cat_0_	directory_0_	directory_1_	directory_2_	directory_3_	notes_					
	2200	"WIK;;;R.FTM=dissertation;;;R.GENRE=^^^;;;LAST=Oland;;;FIRST=Maxine Heather;;;TIT=Long-term indigenous history on a colonial frontier: Archaeology at a 15th-17th century Maya village, Progresso Lagoon, Belize;;;ATIT=^^^;;;BTIT=^^^;;;JTIT=^^^;;;SER=^^^;;;PLACE=^^^;;;ED=^^^;;;PUB=^^^;;;DATE=2009;;;ID=https://www.proquest.com/docview/304971330;;;ID=^^^;;;INT=Northwestern+University;;;VOL=^^^;;;ISS=^^^;;;PP=^^^;;;END=###"							
	2201	WIK;;;R.FTM=dissertation;;;R.GENRE=^^^;;;LAST=Vazquez Barke;;;FIRST=Gabriela;;;TIT=Los poderes y los hombres;;;ATIT=^^^;;;BTIT=^^^;;;JTIT=^^^;;;SER=^^^;;;PLACE=^^^;;;ED=^^^;;;PUB=^^^;;;DATE=2016;;;ID=http://ciesas.repositorioinstitucional.mx/jspui/handle/1015/336;;;ID=^^^;;;INT=Centro+de+Investigaciones+y+Estudios+Superiores+en+Antropolog%C3%ADa+Social;;;VOL=^^^;;;ISS=^^^;;;PP=^^^;;;END=###							
	2202	WIK;;;R.FTM=dissertation;;;R.GENRE=^^^;;;LAST=Vazquez Barke;;;FIRST=Gabriela;;;TIT=Los poderes y los hombres;;;ATIT=^^^;;;BTIT=^^^;;;JTIT=^^^;;;SER=^^^;;;PLACE=^^^;;;ED=^^^;;;PUB=^^^;;;DATE=2016;;;ID=http://ciesas.repositorioinstitucional.mx/jspui/handle/1015/336;;;ID=^^^;;;INT=Centro+de+Investigaciones+y+Estudios+Superiores+en+Antropolog%C3%ADa+Social;;;VOL=^^^;;;ISS=^^^;;;PP=^^^;;;END=###							
	2203	WIK;;;R.FTM=dissertation;;;R.GENRE=^^^;;;LAST=Vazquez Barke;;;FIRST=Gabriela;;;TIT=Los poderes y los hombres;;;ATIT=^^^;;;BTIT=^^^;;;JTIT=^^^;;;SER=^^^;;;PLACE=^^^;;;ED=^^^;;;PUB=^^^;;;DATE=2016;;;ID=http://ciesas.repositorioinstitucional.mx/jspui/handle/1015/336;;;ID=^^^;;;INT=Centro+de+Investigaciones+y+Estudios+Superiores+en+Antropolog%C3%ADa+Social;;;VOL=^^^;;;ISS=^^^;;;PP=^^^;;;END=###							
	2204	WIK;;;R.FTM=dissertation;;;R.GENRE=^^^;;;LAST=Vazquez Barke;;;FIRST=Gabriela;;;TIT=Los poderes y los hombres : El Golfo de Honduras en tiempos de disputa;;;ATIT=^^^;;;BTIT=^^^;;;JTIT=^^^;;;SER=^^^;;;PLACE=^^^;;;ED=^^^;;;PUB=^^^;;;DATE=2016;;;ID=http://ciesas.repositorioinstitucional.mx/jspui/handle/1015/336;;;ID=^^^;;;INT=Centro+de+Investigaciones+y+Estudios+Superiores+en+Antropolog%C3%ADa+Social;;;VOL=^^^;;;ISS=^^^;;;PP=^^^;;;END=###							
	2205	WIK;;;R.FTM=dissertation;;;R.GENRE=^^^;;;LAST=Vazquez Barke;;;FIRST=Gabriela;;;TIT=Los poderes y los hombres : El Golfo de Honduras en tiempos de disputa;;;ATIT=^^^;;;BTIT=^^^;;;JTIT=^^^;;;SER=^^^;;;PLACE=^^^;;;ED=^^^;;;PUB=^^^;;;DATE=2016;;;ID=http://ciesas.repositorioinstitucional.mx/jspui/handle/1015/336;;;ID=^^^;;;INT=Centro+de+Investigaciones+y+Estudios+Superiores+en+Antropolog%C3%ADa+Social;;;VOL=^^^;;;ISS=^^^;;;PP=^^^;;;END=###							
	2206	WIK;;;R.FTM=dissertation;;;R.GENRE=^^^;;;LAST=Lord;;;FIRST=David G.;;;TIT=MONEY ORDER ECONOMY: REMITTANCES IN THE ISLAND OF UTILA;;;ATIT=^^^;;;BTIT=^^^;;;JTIT=^^^;;;SER=^^^;;;PLACE=^^^;;;ED=^^^;;;PUB=^^^;;;DATE=1975;;;ID=https://www.proquest.com/docview/302777409;;;ID=^^^;;;INT=University+of+California;;;VOL=^^^;;;ISS=^^^;;;PP=^^^;;;END=###							
	2207	WIK;;;R.FTM=dissertation;;;R.GENRE=^^^;;;LAST=Lord;;;FIRST=David G.;;;TIT=MONEY ORDER ECONOMY: REMITTANCES IN THE ISLAND OF UTILA;;;ATIT=^^^;;;BTIT=^^^;;;JTIT=^^^;;;SER=^^^;;;PLACE=^^^;;;ED=^^^;;;PUB=^^^;;;DATE=1975;;;ID=https://www.proquest.com/docview/302777409;;;ID=^^^;;;INT=University+of+California;;;VOL=^^^;;;ISS=^^^;;;PP=^^^;;;END=###							
	2208	"WIK;;;R.FTM=dissertation;;;R.GENRE=^^^;;;LAST=Anderson;;;FIRST=Jennifer L.;;;TIT=Nature’s Currency: The Atlantic Mahogany Trade, 1720–1830;;;ATIT=^^^;;;BTIT=^^^;;;JTIT=^^^;;;SER=^^^;;;PLACE=^^^;;;ED=^^^;;;PUB=^^^;;;DATE=2007;;;ID=https://www.proquest.com/docview/304841794;;;ID=^^^;;;INT=New+York+University;;;VOL=^^^;;;ISS=^^^;;;PP=^^^;;;END=###"							
	2209	"WIK;;;R.FTM=dissertation;;;R.GENRE=^^^;;;LAST=McDonald;;;FIRST=Kevin P.;;;TIT=Pirates, merchants, settlers, and slaves: Making an Indo -Atlantic trade world, 1640–1730;;;ATIT=^^^;;;BTIT=^^^;;;JTIT=^^^;;;SER=^^^;;;PLACE=^^^;;;ED=^^^;;;PUB=^^^;;;DATE=2008;;;ID=https://www.proquest.com/docview/304660891;;;ID=^^^;;;INT=University+of+California%2C+Santa+Cruz;;;VOL=^^^;;;ISS=^^^;;;PP=^^^;;;END=###"							
	2210	"WIK;;;R.FTM=dissertation;;;R.GENRE=^^^;;;LAST=McDonald;;;FIRST=Kevin P.;;;TIT=Pirates, merchants, settlers, and slaves: Making an Indo -Atlantic trade world, 1640–1730;;;ATIT=^^^;;;BTIT=^^^;;;JTIT=^^^;;;SER=^^^;;;PLACE=^^^;;;ED=^^^;;;PUB=^^^;;;DATE=2008;;;ID=https://www.proquest.com/docview/304660891;;;ID=^^^;;;INT=University+of+California%2C+Santa+Cruz;;;VOL=^^^;;;ISS=^^^;;;PP=^^^;;;END=###"							
	2211	WIK;;;R.FTM=dissertation;;;R.GENRE=^^^;;;LAST=Breuer;;;FIRST=Kimberly H.;;;TIT=Reshaping the cosmos: Maya society on the Yucatecan frontier;;;ATIT=^^^;;;BTIT=^^^;;;JTIT=^^^;;;SER=^^^;;;PLACE=^^^;;;ED=^^^;;;PUB=^^^;;;DATE=2004;;;ID=https://www.proquest.com/docview/305104367;;;ID=^^^;;;INT=Vanderbilt+University;;;VOL=^^^;;;ISS=^^^;;;PP=^^^;;;END=###							
	2212	"WIK;;;R.FTM=dissertation;;;R.GENRE=^^^;;;LAST=Finamore;;;FIRST=Daniel;;;TIT=Sailors and slaves on the wood-cutting frontier: archaeology of the British Bay settlement, Belize;;;ATIT=^^^;;;BTIT=^^^;;;JTIT=^^^;;;SER=^^^;;;PLACE=^^^;;;ED=^^^;;;PUB=^^^;;;DATE=1994;;;ID=info:oclcnum/33382653;;;ID=https://www.proquest.com/docview/304114781;;;INT=University+of+Boston;;;VOL=^^^;;;ISS=^^^;;;PP=^^^;;;END=###"							
	2213	"WIK;;;R.FTM=dissertation;;;R.GENRE=^^^;;;LAST=Finamore;;;FIRST=Daniel Robert;;;TIT=Sailors and slaves on the wood-cutting frontier: archaeology of the British Bay settlement, Belize;;;ATIT=^^^;;;BTIT=^^^;;;JTIT=^^^;;;SER=^^^;;;PLACE=^^^;;;ED=^^^;;;PUB=^^^;;;DATE=1994;;;ID=info:oclcnum/33382653;;;ID=https://www.proquest.com/docview/304114781;;;INT=University+of+Boston;;;VOL=^^^;;;ISS=^^^;;;PP=^^^;;;END=###"							
	2214	"WIK;;;R.FTM=dissertation;;;R.GENRE=^^^;;;LAST=Finamore;;;FIRST=Daniel R.;;;TIT=Sailors and Slaves on the Wood-Cutting Frontier : Archaeology of the British bay settlement, Belize;;;ATIT=^^^;;;BTIT=^^^;;;JTIT=^^^;;;SER=^^^;;;PLACE=^^^;;;ED=^^^;;;PUB=^^^;;;DATE=1994;;;ID=info:oclcnum/35313422;;;ID=^^^;;;INT=Boston+University;;;VOL=^^^;;;ISS=^^^;;;PP=^^^;;;END=###"							
	2215	"WIK;;;R.FTM=dissertation;;;R.GENRE=^^^;;;LAST=Finamore;;;FIRST=Daniel R.;;;TIT=Sailors and Slaves on the Wood-Cutting Frontier : Archaeology of the British bay settlement, Belize;;;ATIT=^^^;;;BTIT=^^^;;;JTIT=^^^;;;SER=^^^;;;PLACE=^^^;;;ED=^^^;;;PUB=^^^;;;DATE=1994;;;ID=info:oclcnum/35313422;;;ID=^^^;;;INT=Boston+University;;;VOL=^^^;;;ISS=^^^;;;PP=^^^;;;END=###"							
	2216	"WIK;;;R.FTM=dissertation;;;R.GENRE=^^^;;;LAST=Finamore;;;FIRST=Daniel;;;TIT=Sailors and slaves on the wood-cutting frontier : archaeology of the British Bay settlement, Belize;;;ATIT=^^^;;;BTIT=^^^;;;JTIT=^^^;;;SER=^^^;;;PLACE=^^^;;;ED=^^^;;;PUB=^^^;;;DATE=1994;;;ID=info:oclcnum/33382653;;;ID=https://www.proquest.com/docview/304114781;;;INT=University+of+Boston;;;VOL=^^^;;;ISS=^^^;;;PP=^^^;;;END=###"							
	2217	"WIK;;;R.FTM=dissertation;;;R.GENRE=^^^;;;LAST=Finamore;;;FIRST=Daniel;;;TIT=Sailors and slaves on the wood-cutting frontier : archaeology of the British Bay settlement, Belize;;;ATIT=^^^;;;BTIT=^^^;;;JTIT=^^^;;;SER=^^^;;;PLACE=^^^;;;ED=^^^;;;PUB=^^^;;;DATE=1994;;;ID=info:oclcnum/33382653;;;ID=https://www.proquest.com/docview/304114781;;;INT=University+of+Boston;;;VOL=^^^;;;ISS=^^^;;;PP=^^^;;;END=###"							
	2218	"WIK;;;R.FTM=dissertation;;;R.GENRE=^^^;;;LAST=Finamore;;;FIRST=Daniel;;;TIT=Sailors and slaves on the wood-cutting frontier : archaeology of the British Bay settlement, Belize;;;ATIT=^^^;;;BTIT=^^^;;;JTIT=^^^;;;SER=^^^;;;PLACE=^^^;;;ED=^^^;;;PUB=^^^;;;DATE=1994;;;ID=info:oclcnum/33382653;;;ID=https://www.proquest.com/docview/304114781;;;INT=University+of+Boston;;;VOL=^^^;;;ISS=^^^;;;PP=^^^;;;END=###"							
	2219	WIK;;;R.FTM=dissertation;;;R.GENRE=^^^;;;LAST=Meissner;;;FIRST=Nathan J.;;;TIT=Technological systems of small point weaponry of the Postclassic Lowland Maya (a.d. 1400 - 1697);;;ATIT=^^^;;;BTIT=^^^;;;JTIT=^^^;;;SER=^^^;;;PLACE=^^^;;;ED=^^^;;;PUB=^^^;;;DATE=2014;;;ID=https://www.proquest.com/docview/1660540689;;;ID=^^^;;;INT=Southern+Illinois+University;;;VOL=^^^;;;ISS=^^^;;;PP=^^^;;;END=###							
	2220	WIK;;;R.FTM=dissertation;;;R.GENRE=^^^;;;LAST=Zackrison;;;FIRST=James L.;;;TIT=The Castillo de San Fernando de Omoa: The History of a Fiasco;;;ATIT=^^^;;;BTIT=^^^;;;JTIT=^^^;;;SER=^^^;;;PLACE=^^^;;;ED=^^^;;;PUB=^^^;;;DATE=1985;;;ID=https://scholarsrepository.llu.edu/etd/558;;;ID=^^^;;;INT=Loma+Linda+University;;;VOL=^^^;;;ISS=^^^;;;PP=^^^;;;END=###							
	2221	"WIK;;;R.FTM=dissertation;;;R.GENRE=^^^;;;LAST=Bolland;;;FIRST=Orlando N.;;;TIT=The Formation of a Colonial Society : Belize, from conquest to Crown colony;;;ATIT=^^^;;;BTIT=^^^;;;JTIT=^^^;;;SER=^^^;;;PLACE=^^^;;;ED=^^^;;;PUB=^^^;;;DATE=1975-06;;;ID=info:oclcnum/500387462;;;ID=^^^;;;INT=University+of+Hull;;;VOL=^^^;;;ISS=^^^;;;PP=^^^;;;END=###"							
	2222	"WIK;;;R.FTM=dissertation;;;R.GENRE=^^^;;;LAST=Bolland;;;FIRST=Orlando N.;;;TIT=The Formation of a Colonial Society : Belize, from conquest to Crown colony;;;ATIT=^^^;;;BTIT=^^^;;;JTIT=^^^;;;SER=^^^;;;PLACE=^^^;;;ED=^^^;;;PUB=^^^;;;DATE=1975-06;;;ID=info:oclcnum/500387462;;;ID=^^^;;;INT=University+of+Hull;;;VOL=^^^;;;ISS=^^^;;;PP=^^^;;;END=###"							
	2223	"WIK;;;R.FTM=dissertation;;;R.GENRE=^^^;;;LAST=Bolland;;;FIRST=Orlando Nigel;;;TIT=The formation of a colonial society : Belize, from conquest to Crown Colony;;;ATIT=^^^;;;BTIT=^^^;;;JTIT=^^^;;;SER=^^^;;;PLACE=^^^;;;ED=^^^;;;PUB=^^^;;;DATE=1975;;;ID=http://hydra.hull.ac.uk/resources/hull:7151;;;ID=^^^;;;INT=University+of+Hull;;;VOL=^^^;;;ISS=^^^;;;PP=^^^;;;END=###"							
	2224	"WIK;;;R.FTM=dissertation;;;R.GENRE=^^^;;;LAST=Wallace;;;FIRST=Geoffrey H.;;;TIT=The History and Geography of Beeswax Extraction in the Northern Maya Lowlands, 1540–1700;;;ATIT=^^^;;;BTIT=^^^;;;JTIT=^^^;;;SER=^^^;;;PLACE=^^^;;;ED=^^^;;;PUB=^^^;;;DATE=2020;;;ID=https://www.proquest.com/docview/2516253548;;;ID=^^^;;;INT=McGill+University;;;VOL=^^^;;;ISS=^^^;;;PP=^^^;;;END=###"							
	2225	"WIK;;;R.FTM=dissertation;;;R.GENRE=^^^;;;LAST=Chuchiak IV;;;FIRST=John F.;;;TIT=The Indian Inquisition and the extirpation of idolatry: The process of punishment in the provisorato de indios of the Diocese of Yucatan, 1563–1812;;;ATIT=^^^;;;BTIT=^^^;;;JTIT=^^^;;;SER=^^^;;;PLACE=^^^;;;ED=^^^;;;PUB=^^^;;;DATE=2000;;;ID=https://www.proquest.com/docview/304628157;;;ID=^^^;;;INT=Tulane+University;;;VOL=^^^;;;ISS=^^^;;;PP=^^^;;;END=###"							
	2226	"WIK;;;R.FTM=dissertation;;;R.GENRE=^^^;;;LAST=Mayfield;;;FIRST=Tracie D.;;;TIT=The nineteenth-century British plantation settlement at Lamanai, Belize (1837-1868);;;ATIT=^^^;;;BTIT=^^^;;;JTIT=^^^;;;SER=^^^;;;PLACE=^^^;;;ED=^^^;;;PUB=^^^;;;DATE=2015;;;ID=https://www.proquest.com/docview/1734464295;;;ID=^^^;;;INT=University+of+Arizona;;;VOL=^^^;;;ISS=^^^;;;PP=^^^;;;END=###"							
	2227	"WIK;;;R.FTM=dissertation;;;R.GENRE=^^^;;;LAST=Mayfield;;;FIRST=Tracie D.;;;TIT=The Nineteenth-Century British Plantation Settlement at Lamanai, Belize (1837 – 1868);;;ATIT=^^^;;;BTIT=^^^;;;JTIT=^^^;;;SER=^^^;;;PLACE=^^^;;;ED=^^^;;;PUB=^^^;;;DATE=2015;;;ID=https://repository.arizona.edu/handle/10150/581410;;;ID=^^^;;;INT=University+of+Arizona;;;VOL=^^^;;;ISS=^^^;;;PP=^^^;;;END=###"							
	2228	"WIK;;;R.FTM=dissertation;;;R.GENRE=^^^;;;LAST=Galvin;;;FIRST=Peter Robert;;;TIT=The Pirates’ Wake: A Geography of Piracy and Pirates as Geographers in Colonial Spanish America, 1536-1718. (Volumes I and II).;;;ATIT=^^^;;;BTIT=^^^;;;JTIT=^^^;;;SER=^^^;;;PLACE=^^^;;;ED=^^^;;;PUB=^^^;;;DATE=1991;;;ID=https://digitalcommons.lsu.edu/gradschool_disstheses/5233;;;ID=^^^;;;INT=Louisiana+State+University;;;VOL=^^^;;;ISS=^^^;;;PP=^^^;;;END=###"							
	2229	"WIK;;;R.FTM=dissertation;;;R.GENRE=^^^;;;LAST=Galvin;;;FIRST=Peter Robert;;;TIT=The Pirates’ Wake: A Geography of Piracy and Pirates as Geographers in Colonial Spanish America, 1536-1718. (Volumes I and II).;;;ATIT=^^^;;;BTIT=^^^;;;JTIT=^^^;;;SER=^^^;;;PLACE=^^^;;;ED=^^^;;;PUB=^^^;;;DATE=1991;;;ID=https://digitalcommons.lsu.edu/gradschool_disstheses/5233;;;ID=^^^;;;INT=Louisiana+State+University;;;VOL=^^^;;;ISS=^^^;;;PP=^^^;;;END=###"							
	2230	"WIK;;;R.FTM=dissertation;;;R.GENRE=^^^;;;LAST=Galvin;;;FIRST=Peter Robert;;;TIT=The Pirates’ Wake: A Geography of Piracy and Pirates as Geographers in Colonial Spanish America, 1536-1718. (Volumes I and II).;;;ATIT=^^^;;;BTIT=^^^;;;JTIT=^^^;;;SER=^^^;;;PLACE=^^^;;;ED=^^^;;;PUB=^^^;;;DATE=1991;;;ID=https://digitalcommons.lsu.edu/gradschool_disstheses/5233;;;ID=^^^;;;INT=Louisiana+State+University;;;VOL=^^^;;;ISS=^^^;;;PP=^^^;;;END=###"							
	2231	"WIK;;;R.FTM=dissertation;;;R.GENRE=^^^;;;LAST=Galvin;;;FIRST=Peter R.;;;TIT=The pirates’ wake: A geography of piracy and pirates as geographers in colonial Spanish America, 1536-1718. (Volumes I and II);;;ATIT=^^^;;;BTIT=^^^;;;JTIT=^^^;;;SER=^^^;;;PLACE=^^^;;;ED=^^^;;;PUB=^^^;;;DATE=1991;;;ID=https://www.proquest.com/docview/303961341;;;ID=^^^;;;INT=Louisiana+State+University;;;VOL=^^^;;;ISS=^^^;;;PP=^^^;;;END=###"							
	2232	"WIK;;;R.FTM=dissertation;;;R.GENRE=^^^;;;LAST=Galvin;;;FIRST=Peter R.;;;TIT=The pirates’ wake: A geography of piracy and pirates as geographers in colonial Spanish America, 1536-1718. (Volumes I and II);;;ATIT=^^^;;;BTIT=^^^;;;JTIT=^^^;;;SER=^^^;;;PLACE=^^^;;;ED=^^^;;;PUB=^^^;;;DATE=1991;;;ID=https://www.proquest.com/docview/303961341;;;ID=^^^;;;INT=Louisiana+State+University;;;VOL=^^^;;;ISS=^^^;;;PP=^^^;;;END=###"							
	2233	"WIK;;;R.FTM=dissertation;;;R.GENRE=^^^;;;LAST=Galvin;;;FIRST=Peter R.;;;TIT=The Pirates’ Wake : A geography of piracy and pirates as geographers in colonial Spanish America, 1536–1718;;;ATIT=^^^;;;BTIT=^^^;;;JTIT=^^^;;;SER=^^^;;;PLACE=^^^;;;ED=^^^;;;PUB=^^^;;;DATE=1991-12;;;ID=https://digitalcommons.lsu.edu/gradschool_disstheses/5233;;;ID=^^^;;;INT=Louisiana+State+University;;;VOL=^^^;;;ISS=^^^;;;PP=^^^;;;END=###"							
	2234	"WIK;;;R.FTM=dissertation;;;R.GENRE=^^^;;;LAST=Galvin;;;FIRST=Peter R.;;;TIT=The Pirates’ Wake : A geography of piracy and pirates as geographers in colonial Spanish America, 1536–1718;;;ATIT=^^^;;;BTIT=^^^;;;JTIT=^^^;;;SER=^^^;;;PLACE=^^^;;;ED=^^^;;;PUB=^^^;;;DATE=1991-12;;;ID=https://digitalcommons.lsu.edu/gradschool_disstheses/5233;;;ID=^^^;;;INT=Louisiana+State+University;;;VOL=^^^;;;ISS=^^^;;;PP=^^^;;;END=###"							
	2235	WIK;;;R.FTM=dissertation;;;R.GENRE=^^^;;;LAST=Rushton;;;FIRST=Elizabeth A. C.;;;TIT=Under the Shade I Flourish : An environmental history of northern Belize over the last three thousand five hundred years;;;ATIT=^^^;;;BTIT=^^^;;;JTIT=^^^;;;SER=^^^;;;PLACE=^^^;;;ED=^^^;;;PUB=^^^;;;DATE=2014-12;;;ID=http://eprints.nottingham.ac.uk/id/eprint/27615;;;ID=^^^;;;INT=University+of+Nottingham;;;VOL=^^^;;;ISS=^^^;;;PP=^^^;;;END=###							
	2236	WIK;;;R.FTM=dissertation;;;R.GENRE=^^^;;;LAST=Rushton;;;FIRST=Elizabeth A. C.;;;TIT=Under the Shade I Flourish : An environmental history of northern Belize over the last three thousand five hundred years;;;ATIT=^^^;;;BTIT=^^^;;;JTIT=^^^;;;SER=^^^;;;PLACE=^^^;;;ED=^^^;;;PUB=^^^;;;DATE=2014-12;;;ID=http://eprints.nottingham.ac.uk/id/eprint/27615;;;ID=^^^;;;INT=University+of+Nottingham;;;VOL=^^^;;;ISS=^^^;;;PP=^^^;;;END=###							
	2237	"WIK;;;R.FTM=dissertation;;;R.GENRE=^^^;;;LAST=Mihok;;;FIRST=Lorena D.;;;TIT=Unearthing Augusta: Landscapes of Royalization on Roatan Island, Honduras;;;ATIT=^^^;;;BTIT=^^^;;;JTIT=^^^;;;SER=^^^;;;PLACE=^^^;;;ED=^^^;;;PUB=^^^;;;DATE=2013;;;ID=https://digitalcommons.usf.edu/etd/4920;;;ID=^^^;;;INT=University+of+South+Florida;;;VOL=^^^;;;ISS=^^^;;;PP=^^^;;;END=###"							
	2238	"WIK;;;R.FTM=dissertation;;;R.GENRE=^^^;;;LAST=Mihok;;;FIRST=Lorena D.;;;TIT=Unearthing Augusta: Landscapes of Royalization on Roatan Island, Honduras;;;ATIT=^^^;;;BTIT=^^^;;;JTIT=^^^;;;SER=^^^;;;PLACE=^^^;;;ED=^^^;;;PUB=^^^;;;DATE=2013;;;ID=https://digitalcommons.usf.edu/etd/4920;;;ID=^^^;;;INT=University+of+South+Florida;;;VOL=^^^;;;ISS=^^^;;;PP=^^^;;;END=###"							
	2239	"WIK;;;R.FTM=dissertation;;;R.GENRE=^^^;;;LAST=Mihok;;;FIRST=Lorena Diane;;;TIT=Unearthing Augusta: Landscapes of Royalization on Roatan Island, Honduras;;;ATIT=^^^;;;BTIT=^^^;;;JTIT=^^^;;;SER=^^^;;;PLACE=^^^;;;ED=^^^;;;PUB=^^^;;;DATE=2013;;;ID=https://digitalcommons.usf.edu/etd/4920;;;ID=^^^;;;INT=University+of+South+Florida;;;VOL=^^^;;;ISS=^^^;;;PP=^^^;;;END=###"							
	2240	"WIK;;;R.FTM=dissertation;;;R.GENRE=^^^;;;LAST=Mihok;;;FIRST=Lorena Diane;;;TIT=Unearthing Augusta: Landscapes of Royalization on Roatan Island, Honduras;;;ATIT=^^^;;;BTIT=^^^;;;JTIT=^^^;;;SER=^^^;;;PLACE=^^^;;;ED=^^^;;;PUB=^^^;;;DATE=2013;;;ID=https://digitalcommons.usf.edu/etd/4920;;;ID=^^^;;;INT=University+of+South+Florida;;;VOL=^^^;;;ISS=^^^;;;PP=^^^;;;END=###"							
	2241	WIK;;;R.FTM=dissertation;;;R.GENRE=^^^;;;LAST=Morandi;;;FIRST=Steven J.;;;TIT=Xibun Maya: The archaeology of an early Spanish colonial frontier in southeastern Yucatán;;;ATIT=^^^;;;BTIT=^^^;;;JTIT=^^^;;;SER=^^^;;;PLACE=^^^;;;ED=^^^;;;PUB=^^^;;;DATE=2010;;;ID=https://www.proquest.com/docview/305184024;;;ID=^^^;;;INT=Boston+University;;;VOL=^^^;;;ISS=^^^;;;PP=^^^;;;END=###							
	2242	WIK;;;R.FTM=dissertation;;;R.GENRE=^^^;;;LAST=Morandi;;;FIRST=Steven J.;;;TIT=Xibun Maya: The archaeology of an early Spanish colonial frontier in southeastern Yucatán;;;ATIT=^^^;;;BTIT=^^^;;;JTIT=^^^;;;SER=^^^;;;PLACE=^^^;;;ED=^^^;;;PUB=^^^;;;DATE=2010;;;ID=https://www.proquest.com/docview/305184024;;;ID=^^^;;;INT=Boston+University;;;VOL=^^^;;;ISS=^^^;;;PP=^^^;;;END=###							
	2243	WIK;;;R.FTM=dissertation;;;R.GENRE=^^^;;;LAST=Morandi;;;FIRST=Steven J.;;;TIT=Xibun Maya: The archaeology of an early Spanish colonial frontier in southeastern Yucatán;;;ATIT=^^^;;;BTIT=^^^;;;JTIT=^^^;;;SER=^^^;;;PLACE=^^^;;;ED=^^^;;;PUB=^^^;;;DATE=2010;;;ID=https://www.proquest.com/docview/305184024;;;ID=^^^;;;INT=Boston+University;;;VOL=^^^;;;ISS=^^^;;;PP=^^^;;;END=###							
	2244	"WIK;;;R.FTM=dissertation;;;R.GENRE=^^^;;;LAST=González Cicero;;;FIRST=Stella María;;;TIT=Yucatan, los Franciscanos y el primer obispo fray Francisco de Toral (1517 - 1571);;;ATIT=^^^;;;BTIT=^^^;;;JTIT=^^^;;;SER=^^^;;;PLACE=^^^;;;ED=^^^;;;PUB=^^^;;;DATE=1976;;;ID=https://www.proquest.com/docview/2627562843;;;ID=^^^;;;INT=Colegio+de+Mexico;;;VOL=^^^;;;ISS=^^^;;;PP=^^^;;;END=###"							
	2245	"WIK;;;R.FTM=dissertation;;;R.GENRE=^^^;;;LAST=González Cicero;;;FIRST=Stella María;;;TIT=Yucatan, los Franciscanos y el primer obispo fray Francisco de Toral (1517 - 1571);;;ATIT=^^^;;;BTIT=^^^;;;JTIT=^^^;;;SER=^^^;;;PLACE=^^^;;;ED=^^^;;;PUB=^^^;;;DATE=1976;;;ID=https://www.proquest.com/docview/2627562843;;;ID=^^^;;;INT=El+Colegio+de+M%C3%A9xico;;;VOL=^^^;;;ISS=^^^;;;PP=^^^;;;END=###"							
	2246	"WIK;;;R.FTM=journal;;;R.GENRE=article;;;LAST=^^^;;;FIRST=^^^;;;TIT=^^^;;;ATIT=Grace Bank, Belize;;;BTIT=^^^;;;JTIT=Google Maps;;;SER=^^^;;;PLACE=^^^;;;ED=^^^;;;PUB=^^^;;;DATE=2022;;;ID=https://www.google.com/maps/place/Grace%2BBank%2C%2BBelize/%4017.6507527%2C-88.417201%2C14z/data=%213m1%214b1%214m5%213m4%211s0x8f5c4202d2f41c67:0xc9d90b4a29de66a0%218m2%213d17.6507538%214d-88.3996914;;;ID=^^^;;;INT=^^^;;;VOL=^^^;;;ISS=^^^;;;PP=^^^;;;END=###"							
	2247	"WIK;;;R.FTM=journal;;;R.GENRE=article;;;LAST=^^^;;;FIRST=^^^;;;TIT=^^^;;;ATIT=New-York, February 19;;;BTIT=^^^;;;JTIT=Boston Gazette;;;SER=^^^;;;PLACE=^^^;;;ED=^^^;;;PUB=^^^;;;DATE=1753-03-06;;;ID=https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX%26docref=image/v2%3A1036CD2E61FB47A0%40EANX-10444F4975F34A37%402361395-10444F498D7FCD08%401-10444F49DB899D79%40New-York%252C%2BFebruary%2B19;;;ID=^^^;;;INT=^^^;;;VOL=^^^;;;ISS=10;;;PP=2;;;END=###"							
