Redwoods: R 1—8 / New World redwoods.
ID	NO	ORIGINAL	SUFFIX	DATE	HABITAT /Original	CF	STATUS	KEW	SUFFIX	DATE	CF	RANGE < 1950 DESCENDING /GBIF	NATIVE /RBG KEW	NATIVE ISLANDS? /RBG KEW	NATIVE ISLANDS? /MCJUNKIN	PRECURSOR	CHROMOPHORE	MUNSELL HUES	
		Caesalpinia crista	L.	1753	Zeylona	Species Plantarum 1 p380	Unp					"Asia, Mexico, USA, Belize, Panama, PR "	SE Asia			Brazilin	Brazilein	R – RP	
		Haematoxylum campechianum	L.	1753	Campeche Americes	Species Plantarum 1 p384	Acc					"Mexico, Jamaica, PR, Bahamas, USA, USVI, Cuba, AA, Belize, DR, Asia, Africa"	"SE Mexico, N NE Cen Am"	?	No	Haematoxylin	Haematein	P – PB	
		Caesalpinia sappan	L.	1753	Indiis	Species Plantarum 1 p381	Syn	Biancaea sappan	L.	1875	Hortus Botanicus Panormitanus 1(1) p3	"Asia, Cuba, Africa, USVI"	SE Asia			Brazilin	Brazilein	R – RP	
		Caesalpinia brasiliensis	L.	1753	"Jamaicae, Carolinae collibus"	Species Plantarum 1 p380	Acc						Hispaniola	Yes		Brazilin	Brazilein	R – RP	
		Caesalpinia vesicaria	L.	1753	America calidiore	Species Plantarum 1 p381	Syn	Tara vesicaria	L.	2016	Weberbauerella 1(8) p5	"Mexico, Cuba, Bahamas, Haiti, Jamaica, Nicaragua"	"SE Mexico, NE Cen Am, N NW WI"	Yes		Brazilin	Brazilein	R – RP	
		Caesalpinia echinata	Lam.	1785	"Brésil, dans les bois et parmi les rochers"	Encyclopédie Méthodique 1(2) p461	Syn	Paubrasilia echinata	Lam.	2016	Phytokeys 71 p39	"Brazil, TT"	NE SE Brazil			Brazilin	Brazilein	R – RP	
		Haematoxylum brasiletto	H. Karst.	1859	regiones calidas et aridas montanas ad pedes Andium Columbiae septentrionalis	Florae Columbiae 2 p27	Acc					"Mexico, Nicaragua, Venezuela, Curaçao, Belize, Guatemala"	"Mexico, Cen Am, NE Sth Am"	?	Yes	Brazilin	Brazilein	R – RP	
		Caesalpinia violacea	Standl.	1935		Carnegie Inst. Wash. 461 p61	Syn	Coulteria cubensis	Greenm.	2017	Phytotaxa 291(1) p35	"Mexico, Belize, Cuba, Jamaica"	"SE Mexico, N NE Cen Am, NW WI"	Yes		Brazilin	Brazilein	R – RP	


P estimates: P 1—50 / Pre-censal estimates of population or of proxies for population.
ID	NO	TYPE	LOWER START	PERIOD	PUB	TALLY	PLACE	PLACES	FOR	CF	VIA	NOTE	
E 			1	War 7	10 Sep 1798		Battle of St. George’s Caye		St. George’s	Arturo O’Neill de Tyrone y O’Kelly / 35 Vessels / 2500 men	Lt. Col Thomas Barrow / Capt. John Ralph Moss / 4 Sloops / 2 Schooners / 8 Flats / 700 troops						"17 houses burnt by Baymen to prevent use by Spaniards = J £2,650"	Trade stopped for military service for 12 months 15 Oct 97 to 98 / [J ?] £100 voted for 4 look-out boats 40 men / Trade stopped for military service 20 Jul 98 to 24 Sep 1798	"Public Ledger 11 299 p2
Lloyd's Evening Post 6208 p2
Minerva NY IV 1120 p2
Daily Advertiser NY XIV 4322 p2
Daily Advertiser NY XIV 4335 p2
Morning Chronicle (1770) 9249 p2
The Times 4390 p1
Royal Gazette [Kingston, 1798]
Lon G 15100 p69"	"MM A2 [19 Jan, 20 Jul 1798]
CO 137/100 [20 Jul 1798]
MM A2 [8, 9, 24 Aug, 24 Sep 1798, 2 Apr 1799]
PR XY [30 Aug 1798]
PR O [24 Aug 1798]
SGU,LEG,7246,13 = EST, xxx
SGU,LEG,7213,8
SGU,LEG,7218,7
SGU,LEG,6977,55
ESTADO,26,N.2
ESTADO,26,N.3
ESTADO,26,N.36
ESTADO,26,N.11
ESTADO,26,N.70
ESTADO,26,N.75
ESTADO,27,N.3
ESTADO,27,N.43
ESTADO,27,N.43
ESTADO,35,N.31BIS
ESTADO,35,N.33
ESTADO,35,N.34
ESTADO,35,N.35
ESTADO,35,N.36
ESTADO,35,N.37
ESTADO,35,N.38"	"Burdon 1 p225–68
Barke 16 201"	"1797, October 9th. Inhabitants to Superintendent Barrow (26 Signatures). States that it is now safe to claim a respite from Military Duty, and as their long unemployment has nearly ruined some of them, they wish to return to their works ... They will continue in Arms till next Sunday morning, ""which will make the term of our service exactly 12 Months."" /via Burdon 1 p238 /CO 137/99

1797, October 12th. The Inhabitants to the Earl of Balcarres. Giving thanks for the provisions and military assistance, and asking for assistance for themselves and their slaves as on account of long and arduous military service they are destitute and practically ruined having spent all their savings, and their plantations having suffered through neglect and drought. /via Burdon 1 p239 /MLA

See maps MP-MEXICO,550 / MPD, 14, 007 / MPD, 14, 008 / SGU,LEG,6977,55 = MPD, xxx"	
E 		1			10 Apr 1799	30 Apr 1799	6th WIR ill treat Magistrates	"Officers of 6th WIR commit ""violent outrage"" on Magistrates, inc threat to turn them out of Court House so as to use it as Guard House, ""as if the Military had a proprietary right to it, instead of merely being allow to use it by permission of the Magistrates,"" on which Mags threaten to resign before Pub Mtg after not getting redress from WIR Commanding Officer, resolved in favour of Mags by Sup"	Old		Lt Col Thomas Barrow / Comm of 6th WIR Capt Daley	Magistrate Thomas Robertson								"ML A [11, 12, 13, 14 Apr 1799]"	Burdon 1 268		
E 		1			9 May 1799	9 May 1799	Appointment of Magistrates	"On closure of polls, each candidate to Magistracy having garnered only one vote, Superintendent is asked to and does appoint 7 Magistrates, likely marking first time Magistracy is appointed rather than elected"	Old											"MM A2 [6, 13 May 1799]
ML A [9 May 1799]"	Burdon 1 p270		
E 		1			26 Jun 1799	26 Jun 1799	Pardon of HMS Merlin midshipman	"Midshipman on board HMS Merlin, sentenced to death by Grand Court at Belize Town on charge of having forged Capt. Moss's handwriting, pardoned, sentence remitted, and release granted by Gov of Jam, possibly marking first use of royal prerogative of mercy in Hon"	"Old, Spanish Town"		Earl of Balcarres									PR O [26 Jun 1799]	Burdon 1 p272		
E 		1			16 Jul 1799	16 Jul 1799	Public Meeting honours Capt. Moss	"Public Meeting addresses Capt Moss [likely in thanksgiving for defence of Hon by HMS Merlin in Battle of St. George's Caye], accompanies this by gift of a sword value one hundred guineas as token of great sense the Inhabitants entertain of his services to the Settlement, thereby marking first award or honour granted by Hon"	Old		Capt. John Ralph Moss									"MM A2 [16 Jul 1799]
ML A [18 Jul 1799]"	Burdon 1 p273		
E 																							
E 																							
E 																							

Events < Pres: E 1—320 / Events.
ID	NO	OUT	MIL	PART OF	LOWER START	UPPER END	SUMMARY	DESCRIPTION	NEAR	SP	NON—SP	NON—SP	LIVES	HELD	MOVED	CRAFT	PROPERTY	OTHER	PRESS	CF	VIA	NOTE	
		1			1 Jan 1801	1 Jan 1801	Acts of Union																
		1			27 May 1801	27 May 1801	Bassett Report on Constitution	Attorney General of Jamaica reports on the proper division of authority between Magistrates and Superintendent in Hon	"Spanish Town, Old"		Gov of Jam / Attorney Gen of Jam / Brig. Gen. Sir Richard Bassett									"MM A2 [27, 29 May 1801]"	Burdon 2 p45	"Capt. Luson, 5th WIR, to Bassett, 1801, May 27th ... [the Attorney General's] opinion was as follows: That the Civil Power in Honduras is not competent to try offences extending to life or limb: That any infringements on the Regulations since Col. Hunter's Proclamation not sanctioned by proper authority are illegal: That the Transient tax should be expended on the Service of the Settlement, but that duties on Wine, Spirits &c. should go to the [Home] Government: That as it is undetermined whether the Settlement is ""a part of HM Dominions or not"", a certain part of wrecked goods might be claimed by the Superintendent for [Home] Government, but that such action was not worth while: That the entrance and clearing of Ships should properly belong to the Sec of the Superintendent, but, whether to him or to the Clerk of the Court, the appointment should be at the disposal of the Superintendent: That the Rules and Regulations under Col Hunter's Proclamation ""were perfectly adapted to the local situation”: and that the Superintendent had acted rightly in suppressing the Police Magistracy, unless there were some authority among the [Public] Records of which he [AG] was unaware. /Burdon 2 p45"	
		1			18 Aug 1801	16 Oct 1801	Bassett prohibits Public Meeting	"Superintendent orders notices of Public Meeting [for consideration on question of importation of Neg of dangerous character] posted around Belize Town destroyed, and issues Proclamation forbidding the meeting, citing Magistrates’ failure to obtain his consent for the meeting, after which xxx"	Old		Brig Gen Sir Richard Bassett	Magistrates / Clerk of Court George Thompson								"GC T [18 Aug 1801]
MM A2 [22 Aug, 9, 12, 22 Sep, 16, 17 Oct 1801] 
ML B [7, 8 Sep 1801]"	Burdon 2 p47	"1801, Sep 7. Proclamation by Col Sir R Basset. ""WHEREAS Advertisement have this day been stuck up in different parts of this town by order of the Magistrates to request a public meeting of the Inhabitants of this Settlement without my Sanction or approbation and in defiance of my orders to the contrary I have therefore thought fir to issue this my Proclamation strictly forbidding such meeting to assemble untill it shall be publickly notified to me that my consent has been obtained for that purpose, and I do hereby caution all HM faithful Subjects Inhabitants of this Settlement, at their peril not to attend or countenance such meeting, as the consequences thereof will rest at their own Doors."" /via Burdon 2 /ML B

1801, Sep 7. ADVERTISEMENT. Notice To The Public. WHEREAS it appears that a few evil minded Persons either from Pique or malice are willing to lead the Public astray and draw them from their proper allegiance to HM Government, the Superintendent requests that the People will individually weigh what follows and treat it with coolness and candour. The present Contest between the Superintendent and Magistrates is not whether there should or should not be Public meetings but whether they should be with or without his approbation and that such meeting should be enabled to form Laws that should be binding to the Settlement without either his approbation or concurrence. He appeals to the Public whether any Gentleman would accept of the situations of Superintendent and Commanding in Chief of the Settlement situated as this is, surrounded by enemies and responsible for the safety of it to HM and the Gov of Jam and allow the Sovreignty of it to be wrested from him and usurped which in this case it must be by a Set of People very inadequate to the task. ... /via Burdon 2 /ML B

1801, Sep 8. ADVERTISEMENT. ... A measure of consequence to the welfare of the Settlement (to which attention of the Magistrates was called in the first instance by a written Communicaiton from HM Sup) required in the opinion of the Magistrates an amendment in the Regulation respecting the admission of negro Slaves from the west india islands this could only be effected by a meeting of the Inhabitants who alone are competent and have power to make or amend the Laws as the annexed extracts will shew and as invariable custom has fully sanctioned. The intention of calling such meeting was formerly communicated in writing to HM Sup through the medium of Captain Luson and Advertisements were accordingly put up, calling a meeting of the Inhabitants on the 18th intant solely for the purpose aforesaid which have since taken down by his authority. The Magistates disclaim any idea of offering the least opposition to HM Sup Comm in Chief in the due execution of his Authority or of usurping powers not legally vested in them, and they request their Constituents to continue that peaceable and loyal demeanour they have ever held. ... By the unanimous Order of the Magistrates. Honduras Sep 8th, 1801. GEORGE THOMPSON, Cler. Cur. /via Burdon 2 /ML B"	
		1			14 Oct 1801	14 Oct 1801	Hon maritime jack	"Magistrates stipulate use of ""a signal Jack, with a blue Ball or Square in the centre"" by every certified Pilot"	Old											Laws 1765–1810 [14 Oct 1801]	Burdon 2 p51	"= inverse of Blue Peter, or current maritime signal flag for S by International Code of Signals by IMO, Albert Embankment, London UK"	
		1			27 Mar 1802	27 Mar 1802	Treaty of Amiens																
		1			1 Apr 1802	30 Apr 1802	Bassett obstructs Courts	"Superintendent seizes and imprisons John Nicholson, a slave of one of the Magistrates, charged with murder, and refuses to give him up to be tried by Laws of the Settlement, after which Col Barrow surrenders him to Magistrates"	Old		Brig Gen Sir Richard Bassett / Col Thomas Barrow / John Nicholson									"ML B [22 Apr, 24 Jun 1802, 2 Feb 1803]
MM A2 [7, 8 Jun 1802]
"	"Burdon 2 p54, 62"	"Magistrates, on approval of Inhabitants, move to send a Magistrate to Jamaica to take Counsil on bringing notice to Home Government vi Lt Gov of Jam /via Burdon 2 /ML B"	
				xxx	1 Apr 1802	22 May 1802	Fire in Belize Town	"Fire destroys unknown portion of Belize Town, after which Magistrates vote £300 for purchase of Fire Engines"	Old											MM A2 [9 May 1802]	Burdon 2 p54		
		1			29 Jun 1802		Bassett restricts Courts	"On vote by Public Meeting to discontinue salary to Sec of Sup, Sup assume's Clerk of Court's business of entering and clearing vessels ""as was custom in Col Despard's time”, after which Home Government sanction practice"	Old		Brig Gen Sir Richard Bassett									"MM A2 [29, 30 Jun, 5, 9 Jul, 2 Aug 1802]
GC T [30 Aug 1802]
ML C [7 Jul 1804]"	"Burdon 2 p55, 71"		
		1			1 Jul 1802	30 Aug 1802	King George’s Grant	"King George of Mosquito Shore grants unknown number of cattle for garrison at Hon, after which Magistrates order £40 be expended on gift to young King Frederick of Mosquito Shore and three of his Chiefs"	"Mosquito Shore, Old"		King George of Mos / King Frederick of Mos									MM A2 [2 Aug 1802]	Burdon 2 p57		
		1			2 Jul 1802	2 Jul 1802	“Belize Honduras” used	"""Belize Honduras"" used by Grand Court, rather than customary ""Belize Rivers Mouth"" or ""this Rivers Mouth”, possibly marking first use of “Belize” in name of Settlement"	Old											GC Q [2 Jul 1802]	Burdon 2 p55		
		1			6 Jul 1802		Bassett restricts Magistracy	"Superintendent asserts Magistrates have no power to arrest a sailor who isn't ashore, and prohibits Magistrates' use of HM name without Superintendents perimission, after which xxx"	Old		Brig Gen Sir Richard Bassett									ML B [6 Jul 1802]	Burdon 2 p55		
				xxx	1 Sep 1802	23 Sep 1802		"Amerindians commit depredations on mahogany works upstream of Old R, after which xxx"	Old											ML B [23 Sep 1802]	Burdon 2 p58		
		1			1 Oct 1802		Bassett obstructs Courts	"Magistrates set to examine Sup Neg slave charged with assault without waiting on Sup, after which Sup refuses to give up his slave"	Old											MM A2 [20 Oct 1802]	Burdon 2 p58		
		1			1 Oct 1802	30 Oct 1802	Basset dismissed as Sup	"Home Government dismiss Brig Gen Sir Richard Bassett, and appoint Col Barrow, and caution that ""it is HM pleasure that the same [Burnaby's Code] should be continued in force, and no alteration should be made therein unles HR Approbation shall have been first obtained.”"	London		Brig Gen Sir Richard Bassett / Capt B. H. Luson / Col Barrow									CO 123/15 [Oct 1802]	Burdon 2 p58	Capt B. H. Luson appointed Acting Supt. /via Burdon 2	
		1			19 Nov 1802	19 Nov 1802	Garifuna Settlement	Circa 150 Garifuna settle in Hon												"ML B [17 Dec 1802]
MM A2 [9 Aug 1802]"	Burdon 2 p61	"Stann Creek Town settled = Dangriga, ie hamlet on North Stand Creek = N Stann Creek R, in addition to Mullins River [village] /Allen 170

Dated as per Garifuna Settlement Day

11 May 1797 Eng resettle 1,600 t 2,000 Garifuna from St. Vincent to Roatan /v Barke 16 228 /Archivo General de Simancas, SGU, Legajo 7245, 12, exp 12 [Sobre la toma ... Guatemala a 3 may 1797]"	
		1			13 Dec 1802		Luson obstructs Courts	"Act Sup obstructs capital cases underway ""as it has been and is yet a matter undecided whether there is a right of trial for capital crimes here,” which position Magistrates reject or ignore, and which Col Barrow later rejects"	Old		Capt B. H. Luson									"MM A2 [13 Dec 1802]
GC T [14 Dec 1802]
ML B [6 Sep 1803]"	"Burdon 2 60, 67"	"6 Sep 1803 Col Barrow asks Magistrates convene special Court to try murder case, says considers it absolutely necessary for the welfare of the Settlement that such cases should be tried immediately, but in 2–4 vote Magistrates decide against this /via Burdon /ML B

Magistrates let Sup Lt Col Hamilton ""that HM subjects settled in Honduras hold Criminal Courts and try Subjects for Capital Offences by the Law of England, according to ancient custom and the rights enherent in them as British Subjects."" /v Burdon 109 /ML C [17 Nov 1807]

7 Oct 1808 Mag Mtg. ""The constitution of Honduras strictly and unqualified says, that there shall be the number of seven Mag to preside as a Bench of Judges over all and every department of distributive Justice in Law and Equity as King's Bench, Common Pleas, Chancery and Exchquer as well as a Court Ordinary, constituting at the same time a deliberative Council."" /v Burdon 2 122 /MM B [7 Oct 1808]"	
		1			24 Feb 1803	24 Feb 1803	US Sup Ct Marbury v Madison																
		1			1 Jun 1803	1 Jun 1803	Ensign detains Magistrates	"On hearing of a difference between an Inhabitant and the Guard [WIR?], Magistrates bind and beat the guardsman to examine him on the affair, after which an Ensign of the Guard denies their authority to detain the guardsman and orders Magistrates be confined in a Guard room, though Ensign is finally persuaded to release Magistrates"	Old		Ensign of Guard									ML B [2 Jun 1803]	Burdon 2 64	"Guard likely = 5th WIR, eg cf ML C [9 Oct 1807] /v Burdon 2 107"	
				War 8	4 Jul 1803			Hon nearly exhaust resources [Public Funds] in defensive measures voted on by Public Meeting	Old									"Expense inc 1 Boat 2 t 4 Gun Boats inc £1,000 pa upkeep, Fort George repairs = £8,000, Ordnance, Ammunition, xxx Blockhouses"		"MM A2 [6 Jun, 4 Jul, 31 Oct 1803]
ML B [24 Jul, 20, 26 Sep 1803, 6 Feb 1808]
ML C [6 May 1804, 4 Sep 1806, 14 Jul 1807]"	"Burdon 2 65, 105"	"Gunboat upkeep £1,000 decided on 14 Jul 1807 /v Burdon 2 /ML C / Later upkeep of 3 Gunboats noted as £150 pa /v Burdon 2 115 /MM B [6 Feb 1808]"	
		1			30 Jun 1804	30 Jun 1804	Quarterly Court censures Magistrates	"Quarterly Court implies that Magistrates’ failure to adopt and execute their recommendations, especially those sanctioned by Magistrates themselves, renders Quarterly Court recommendations of no effect, contrary to general good of the community at large"	Old											GC Q [30 Jun 1804]	Burdon 2 70	"Presentment by Grand Jury at Quarterly Court. ""We the Grand Inquest now appointed for Honduras having deliberately considered on such matters as appears to us as nuisances and contrary to the general good of the community at large, Beg leave to being by observing That the salutary and constitutional  practice of Quarterly presentments can have no effect without a strict attention and propser exertion on the Part of the Magistracy in seeing the measures recommended to be adopted when by them sanctioned, carried into execution. ..."" /via Burdon 2 /GC Q"	
